element,name,pos,round,total_points,roll_clean_sheets_p90,roll_yellow_cards_p90,roll_bps_p90,roll_creativity_p90,roll_threat_p90,roll_defensive_contribution_p90,roll_expected_goals_p90,roll_expected_assists_p90,roll_expected_goals_conceded_p90,roll_goal_overperf_p90,roll_assist_overperf_p90,roll_goal_conceded_overperf_p90,roll_minutes,roll_value,roll_transfers_balance,roll_selected,was_home,opponent_team
597,Richarlison,FWD,17,4,0.21,0.42,22.08,6.73,21.88,6.46,0.27,0.02,1.31,0.35,-0.02,1.19,72.0,64.0,-16902.33,966035.5,True,12
597,Richarlison,FWD,18,5,0.26,0.51,27.87,9.66,25.57,6.65,0.34,0.02,1.45,0.43,-0.02,1.1,58.67,64.0,1530.17,971318.17,False,8
597,Richarlison,FWD,19,2,0.51,0.51,26.85,14.98,29.66,7.93,0.42,0.04,1.29,0.09,0.21,0.24,58.67,64.0,5761.67,979696.17,False,5
597,Richarlison,FWD,20,2,0.7,0.47,27.96,18.63,32.9,8.46,0.45,0.12,1.31,0.02,0.12,-0.37,63.83,64.0,-1717.83,975941.33,True,17
597,Richarlison,FWD,21,1,0.59,0.2,24.46,15.59,33.65,8.22,0.42,0.11,1.02,-0.03,0.08,-0.24,76.67,64.0,5316.83,984897.67,False,4
597,Richarlison,FWD,27,1,0.46,0.23,19.69,15.32,32.98,7.56,0.35,0.12,1.23,-0.12,0.11,-0.08,65.5,64.0,11307.33,999279.33,True,1
597,Richarlison,FWD,28,5,0.55,0.28,22.71,18.44,51.23,8.31,0.51,0.15,0.9,-0.23,0.13,-0.07,54.17,63.83,-9580.17,942476.33,False,10
597,Richarlison,FWD,29,1,0.52,0.26,21.27,17.48,46.69,8.04,0.45,0.14,1.05,-0.19,0.12,-0.27,57.83,63.67,-5076.17,891966.0,True,8
597,Richarlison,FWD,30,9,0.33,0.33,19.12,12.56,49.78,6.92,0.46,0.15,0.99,-0.13,-0.15,-0.0,45.5,63.5,59.67,846887.83,False,12
597,Richarlison,FWD,31,2,0.0,0.33,27.36,8.74,62.97,6.92,0.67,0.03,1.16,-0.01,-0.03,0.16,45.5,63.33,-844.0,798852.83,True,16
597,Richarlison,FWD,34,4,0.0,0.31,28.32,10.07,62.31,7.55,0.54,0.02,1.47,0.09,-0.02,0.1,47.67,63.0,3384.17,724637.17,False,20
597,Richarlison,FWD,35,9,0.0,0.29,25.51,12.41,43.85,7.17,0.4,0.01,1.44,0.17,0.27,-0.3,52.33,63.0,8510.17,735042.67,False,2
597,Richarlison,FWD,36,2,0.24,0.0,22.74,7.91,42.1,7.5,0.43,0.01,1.09,0.06,0.23,-0.13,62.0,63.0,7407.67,741630.67,True,11
597,Richarlison,FWD,37,7,0.2,0.0,18.77,8.84,42.78,6.86,0.46,0.02,1.13,-0.06,0.18,-0.12,74.33,63.0,19231.83,760887.17,False,7
597,Richarlison,FWD,38,2,0.2,0.0,17.96,9.1,39.96,6.26,0.47,0.03,0.98,-0.07,0.18,0.23,74.33,63.17,19361.67,779333.33,True,9
624,Bowen,FWD,4,2,0.33,0.0,23.0,19.7,24.33,5.67,0.1,0.07,1.38,0.23,-0.07,1.28,90.0,79.0,-293343.33,1301002.67,True,18
624,Bowen,FWD,5,9,0.25,0.0,20.25,15.88,28.0,6.5,0.11,0.06,1.36,0.14,-0.06,1.39,90.0,78.75,-244855.5,1180504.5,True,8
624,Bowen,FWD,6,9,0.2,0.0,22.4,16.78,27.0,5.8,0.13,0.09,1.55,0.27,-0.09,1.05,90.0,78.4,-209015.6,1097725.4,False,9
624,Bowen,FWD,7,2,0.17,0.0,24.17,14.53,28.33,5.67,0.14,0.08,1.41,0.36,-0.08,0.92,90.0,78.17,-176327.67,1041849.5,False,1
624,Bowen,FWD,8,2,0.17,0.0,23.17,15.62,23.33,5.5,0.11,0.08,1.76,0.39,-0.08,0.4,90.0,77.67,-175078.5,888251.83,True,5
624,Bowen,FWD,9,5,0.17,0.0,24.67,14.63,21.5,6.5,0.11,0.06,1.69,0.39,-0.06,-0.02,90.0,77.5,-58483.5,848521.33,False,11
624,Bowen,FWD,10,2,0.0,0.0,20.33,17.08,23.67,5.5,0.12,0.16,1.82,0.22,0.01,0.18,90.0,77.5,18381.5,882688.33,True,15
624,Bowen,FWD,11,2,0.0,0.0,20.0,20.98,24.17,5.33,0.14,0.17,1.69,0.19,-0.0,-0.02,90.0,77.5,14128.5,903667.83,True,3
624,Bowen,FWD,12,4,0.0,0.0,16.33,18.73,23.17,6.17,0.12,0.14,1.48,0.04,0.03,0.19,90.0,77.5,28159.5,941781.33,False,4
624,Bowen,FWD,13,2,0.0,0.0,13.5,18.28,19.17,7.33,0.12,0.13,2.03,-0.12,0.04,-0.2,90.0,77.5,6499.5,952281.67,True,12
624,Bowen,FWD,14,5,0.0,0.0,13.0,17.25,20.67,7.0,0.14,0.13,1.78,-0.14,0.03,0.06,90.0,77.33,-4874.0,951850.33,False,14
624,Bowen,FWD,15,9,0.0,0.0,13.0,15.35,25.83,6.67,0.17,0.13,1.65,-0.17,0.2,0.01,90.0,77.0,-62777.0,889295.0,False,6
624,Bowen,FWD,16,8,0.0,0.0,15.67,8.02,31.0,7.5,0.2,0.03,1.72,-0.03,0.14,-0.22,90.0,76.5,-66807.5,824360.33,True,2
624,Bowen,FWD,17,1,0.0,0.0,19.5,5.5,31.5,6.83,0.26,0.02,1.74,0.07,0.15,0.09,90.0,76.0,-29445.83,799497.0,False,13
624,Bowen,FWD,18,2,0.0,0.17,17.5,4.58,31.33,6.0,0.33,0.01,1.92,0.01,0.15,0.08,90.0,75.67,-23033.67,774570.17,True,10
624,Bowen,FWD,19,7,0.0,0.17,14.83,5.3,35.5,4.5,0.34,0.02,1.51,-0.01,0.15,0.32,90.0,75.5,12974.83,799729.33,True,6
624,Bowen,FWD,20,4,0.0,0.33,19.17,6.8,39.67,4.83,0.43,0.02,1.79,0.08,0.15,0.04,90.0,75.5,21554.33,822206.17,False,20
624,Bowen,FWD,21,2,0.0,0.33,17.33,7.27,32.67,6.17,0.4,0.02,1.84,0.1,-0.02,0.32,90.0,75.67,81924.17,911526.5,True,16
624,Bowen,FWD,22,3,0.0,0.33,13.0,9.58,27.5,6.5,0.38,0.05,1.76,-0.05,-0.04,0.57,90.0,76.0,94062.0,1009004.83,False,18
624,Bowen,FWD,23,12,0.0,0.5,8.33,7.77,21.5,8.17,0.29,0.05,1.89,-0.12,-0.05,0.11,90.0,76.33,39726.17,1048953.67,True,17
624,Bowen,FWD,24,8,0.0,0.33,15.67,11.0,22.67,8.5,0.34,0.07,1.65,-0.01,0.09,0.01,90.0,76.5,26815.5,1078849.17,False,7
624,Bowen,FWD,25,2,0.0,0.34,21.74,14.86,22.75,9.34,0.36,0.09,1.73,0.15,0.08,0.14,88.33,76.5,19803.33,1092500.83,False,3
624,Bowen,FWD,26,5,0.17,0.17,18.17,13.02,17.15,9.51,0.25,0.09,1.46,0.08,0.08,0.07,88.33,76.67,54395.5,1157352.83,True,14
624,Bowen,FWD,27,4,0.34,0.17,19.57,14.04,17.52,8.85,0.25,0.17,1.21,0.09,0.17,-0.19,88.17,76.67,-21607.17,1130756.0,True,4
624,Bowen,FWD,28,7,0.51,0.17,19.57,21.71,16.16,9.7,0.24,0.29,1.09,0.1,0.05,-0.41,88.17,76.5,-28161.17,1105013.67,False,12
624,Bowen,FWD,29,4,0.51,0.0,23.14,28.5,17.35,9.53,0.22,0.33,1.16,0.12,0.18,0.2,88.17,76.33,-6313.0,1101777.33,False,10
624,Bowen,FWD,30,6,0.68,0.17,20.42,31.3,14.8,10.38,0.1,0.32,1.19,0.07,0.19,-0.0,88.17,76.17,-4982.33,1099693.67,True,13
624,Bowen,FWD,31,2,0.67,0.17,18.2,29.19,9.18,10.69,0.06,0.32,1.19,-0.06,0.35,-0.19,89.83,76.0,-17644.33,1084171.83,False,2
624,Bowen,FWD,32,14,0.5,0.17,18.2,32.04,9.85,10.52,0.07,0.35,1.25,-0.07,0.32,0.09,89.83,75.67,-29843.33,1076710.0,True,20
624,Bowen,FWD,33,2,0.5,0.17,23.17,36.08,12.83,11.0,0.12,0.28,1.28,-0.12,0.72,0.05,90.0,75.5,33776.0,1115911.17,False,8
624,Bowen,FWD,34,10,0.5,0.17,23.0,28.28,11.67,10.0,0.11,0.16,1.29,-0.11,0.84,0.04,90.0,75.5,37140.17,1133349.17,True,9
624,Bowen,FWD,35,2,0.5,0.17,24.67,25.62,12.5,9.17,0.12,0.2,1.22,-0.12,0.97,-0.55,90.0,75.67,145926.17,1398551.83,False,5
624,Bowen,FWD,36,2,0.34,0.0,22.96,28.56,13.41,8.04,0.12,0.21,1.44,-0.12,0.79,-0.27,89.5,76.17,161570.83,1558807.5,True,1
624,Bowen,FWD,37,2,0.34,0.0,20.95,28.74,14.92,6.87,0.14,0.19,1.3,-0.14,0.65,-0.13,89.5,76.5,119033.67,1673614.5,False,15
624,Bowen,FWD,38,12,0.34,0.0,20.61,26.3,15.25,7.37,0.14,0.17,1.31,-0.14,0.67,0.03,89.5,76.83,91459.17,1736509.33,True,11
625,Füllkrug,FWD,5,1,0.45,0.0,3.64,11.95,30.45,1.82,0.13,0.05,1.29,-0.13,-0.05,1.44,66.0,59.67,-61013.33,302296.33,True,8
625,Füllkrug,FWD,6,2,0.39,0.0,3.54,14.5,27.12,1.57,0.11,0.05,1.33,-0.11,-0.05,1.42,57.25,59.25,-50741.75,262221.0,False,9
625,Füllkrug,FWD,7,2,0.28,0.0,6.21,20.29,32.73,3.95,0.15,0.05,1.16,-0.15,-0.05,1.09,63.8,58.8,-44374.8,234741.2,False,1
625,Füllkrug,FWD,12,1,0.24,0.0,5.46,17.17,29.68,4.04,0.2,0.04,1.41,-0.2,-0.04,0.73,63.17,58.5,-38547.67,215078.17,False,4
625,Füllkrug,FWD,13,1,0.3,0.0,7.67,17.73,26.85,5.61,0.21,0.03,2.23,-0.21,-0.03,-0.17,50.83,57.83,-39031.67,167153.67,True,12
654,Strand Larsen,FWD,6,2,0.0,0.0,6.21,3.41,34.58,3.1,0.23,0.06,1.54,-0.23,-0.06,0.67,67.67,64.67,-22226.67,388420.67,False,18
654,Strand Larsen,FWD,7,2,0.31,0.0,6.29,2.93,28.01,3.15,0.19,0.05,1.35,-0.19,-0.05,0.22,71.5,64.5,-22719.5,333988.5,True,6
654,Strand Larsen,FWD,8,2,0.5,0.0,5.72,2.76,23.12,3.48,0.16,0.04,1.3,-0.16,-0.04,-0.06,72.4,64.4,-19160.4,300813.0,False,17
654,Strand Larsen,FWD,9,6,0.4,0.0,5.58,6.61,20.51,3.19,0.14,0.05,1.17,-0.14,-0.05,0.22,75.33,64.33,-15388.0,279717.83,True,3
654,Strand Larsen,FWD,10,2,0.39,0.0,8.39,8.8,19.91,2.54,0.22,0.07,0.98,-0.03,-0.07,0.19,76.83,64.17,-16377.67,228882.17,False,10
654,Strand Larsen,FWD,11,2,0.39,0.0,8.24,10.24,17.06,2.75,0.2,0.07,0.91,-0.01,-0.07,0.66,76.5,64.0,-16585.67,173121.5,False,7
654,Strand Larsen,FWD,12,2,0.36,0.0,8.21,9.62,15.18,2.68,0.19,0.04,1.4,-0.01,-0.04,0.56,84.0,63.83,-9598.67,165158.33,True,8
654,Strand Larsen,FWD,13,2,0.18,0.0,7.75,11.82,15.68,2.99,0.18,0.05,1.47,-0.0,-0.05,0.82,85.17,63.67,-6749.17,159926.83,False,2
654,Strand Larsen,FWD,14,2,0.0,0.0,6.86,11.59,18.17,2.57,0.19,0.04,1.44,-0.01,-0.04,0.96,87.5,63.5,-7000.17,154010.83,True,16
654,Strand Larsen,FWD,15,1,0.0,0.0,6.69,8.13,16.46,2.74,0.18,0.03,1.45,-0.01,-0.03,0.78,87.5,63.33,-7261.17,147842.5,True,14
654,Strand Larsen,FWD,16,2,0.0,0.18,2.86,6.28,10.38,2.86,0.04,0.01,1.82,-0.04,-0.01,0.51,83.83,63.0,-7508.67,141115.0,False,1
654,Strand Larsen,FWD,17,0,0.18,0.18,3.81,4.65,9.98,3.45,0.06,0.01,1.86,-0.06,-0.01,-0.05,82.67,62.67,-7668.5,134221.5,True,5
654,Strand Larsen,FWD,18,1,0.18,0.18,2.18,4.65,13.25,4.35,0.2,0.01,1.49,-0.2,-0.01,0.14,82.67,62.5,-4918.5,130225.5,False,12
654,Strand Larsen,FWD,19,0,0.21,0.21,2.28,2.34,12.44,3.94,0.22,0.0,1.51,-0.22,-0.0,-0.06,72.33,62.17,-4397.5,126439.17,False,14
654,Strand Larsen,FWD,20,1,0.24,0.49,2.43,2.24,9.49,4.86,0.23,0.0,1.6,-0.23,-0.0,-0.14,61.67,61.83,-3672.17,123517.33,True,19
654,Strand Larsen,FWD,21,4,0.29,0.58,1.75,3.03,13.11,4.95,0.32,0.01,1.73,-0.32,-0.01,-0.27,51.5,61.5,-3922.0,119995.0,False,9
654,Strand Larsen,FWD,27,2,0.31,0.31,23.04,9.83,30.41,3.69,0.29,0.03,0.96,0.33,0.28,0.27,48.83,61.0,9710.67,128426.33,True,20
654,Strand Larsen,FWD,28,1,0.5,0.25,16.5,10.8,27.25,4.25,0.24,0.02,1.16,0.26,-0.02,-0.17,60.0,61.17,35389.5,165705.67,False,14
654,Strand Larsen,FWD,29,5,0.46,0.23,14.69,11.16,25.71,4.36,0.26,0.03,1.22,0.2,-0.03,-0.07,65.33,61.33,29605.5,195378.83,False,18
654,Strand Larsen,FWD,30,1,0.42,0.42,19.6,10.71,28.45,4.85,0.27,0.05,1.37,0.36,-0.05,-0.11,71.17,61.33,25022.33,220777.83,True,11
654,Strand Larsen,FWD,32,2,0.39,0.39,17.96,10.18,24.33,4.44,0.21,0.05,1.29,0.37,-0.05,-0.33,77.67,61.33,27462.17,249057.5,True,15
654,Strand Larsen,FWD,33,1,0.2,0.2,20.25,11.41,18.0,4.91,0.16,0.04,1.42,0.46,-0.04,-0.2,73.33,61.17,22048.17,265309.5,True,19
654,Strand Larsen,FWD,34,1,0.22,0.22,9.26,11.07,12.13,5.07,0.13,0.04,1.54,0.09,-0.04,-0.88,68.0,60.83,10155.5,267761.67,False,12
654,Strand Larsen,FWD,35,2,0.0,0.27,9.85,7.72,13.05,4.26,0.22,0.05,1.44,0.05,-0.05,-0.37,56.33,60.33,-16039.0,244386.33,False,4
654,Strand Larsen,FWD,36,2,0.0,0.26,12.26,10.02,16.17,4.96,0.22,0.07,1.52,0.04,-0.07,-0.22,57.5,59.83,-11709.0,227287.0,True,9
654,Strand Larsen,FWD,36,1,0.0,0.0,5.47,8.18,12.86,4.1,0.21,0.07,1.55,-0.21,-0.07,0.09,54.83,59.5,-2587.33,219326.0,False,13
654,Strand Larsen,FWD,37,2,0.0,0.0,6.6,8.49,15.3,3.6,0.26,0.08,1.55,-0.26,-0.08,0.55,50.0,59.17,-769.17,208190.67,False,5
654,Strand Larsen,FWD,38,2,0.0,0.0,7.3,8.33,22.2,2.74,0.32,0.12,1.41,-0.32,-0.12,0.72,49.33,59.0,-136.83,203689.33,True,1
661,Ekitiké,FWD,4,2,0.39,0.0,28.82,18.59,24.47,3.16,0.53,0.03,1.05,0.26,0.36,-0.26,76.0,86.0,359489.67,2294069.33,False,3
661,Ekitiké,FWD,5,8,0.6,0.0,24.38,14.99,21.67,3.61,0.44,0.04,0.84,0.17,0.26,-0.24,74.75,86.5,357979.75,2634869.25,True,9
661,Ekitiké,FWD,7,1,0.49,0.0,29.59,12.77,23.42,5.67,0.44,0.05,0.85,0.3,0.2,-0.11,73.0,86.8,219493.0,2764677.8,False,7
661,Ekitiké,FWD,8,1,0.47,0.0,29.06,12.4,23.62,6.14,0.45,0.05,1.01,0.26,0.18,-0.07,63.5,86.83,128968.67,2660036.83,True,14
661,Ekitiké,FWD,9,2,0.53,0.0,22.63,7.99,19.7,6.66,0.22,0.05,0.91,0.31,-0.05,0.15,56.33,87.17,103436.17,2764372.5,False,5
661,Ekitiké,FWD,10,2,0.52,0.0,13.41,5.13,17.54,6.45,0.25,0.04,1.39,0.01,-0.04,0.15,58.17,87.17,21267.17,2713763.5,True,2
661,Ekitiké,FWD,11,1,0.52,0.0,13.23,6.33,18.16,6.22,0.25,0.05,1.37,0.01,-0.05,0.18,57.83,87.0,-82199.5,2530795.33,False,13
661,Ekitiké,FWD,12,1,0.27,0.0,12.51,8.97,17.4,5.71,0.24,0.05,1.77,0.03,-0.05,0.41,55.17,86.67,-157253.83,2241842.0,True,16
661,Ekitiké,FWD,13,1,0.3,0.0,3.3,13.05,13.5,3.6,0.17,0.04,2.02,-0.17,-0.04,0.38,50.0,86.33,-100272.0,2020889.5,False,19
661,Ekitiké,FWD,14,1,0.29,0.0,1.76,13.21,13.24,3.24,0.14,0.03,1.78,-0.14,-0.03,0.28,51.0,86.0,-89123.5,1944071.33,True,17
661,Ekitiké,FWD,15,13,0.31,0.0,2.76,13.87,11.33,3.37,0.14,0.04,1.71,-0.14,-0.04,0.12,49.0,85.67,-81733.17,1872021.17,False,11
661,Ekitiké,FWD,16,13,0.31,0.0,20.38,14.36,37.94,3.14,0.34,0.05,1.28,0.28,-0.05,0.29,47.83,85.33,-103197.33,1775731.33,True,6
661,Ekitiké,FWD,17,9,0.31,0.0,40.0,14.16,61.25,4.69,0.59,0.04,1.71,0.66,-0.04,-0.15,48.0,85.17,-32294.33,1758166.0,False,18
661,Ekitiké,FWD,18,5,0.28,0.0,44.02,13.76,64.92,4.18,0.6,0.04,1.45,0.79,-0.04,-0.34,53.83,85.33,152048.83,1932766.33,True,20
661,Ekitiké,FWD,19,2,0.24,0.0,41.74,13.61,60.32,3.86,0.59,0.12,1.3,0.62,0.13,-0.34,62.17,86.0,379938.67,2367558.17,True,11
661,Ekitiké,FWD,22,2,0.41,0.0,35.1,14.51,58.37,3.47,0.7,0.16,1.21,0.32,0.04,-0.39,73.5,87.0,476902.33,2879486.67,True,3
661,Ekitiké,FWD,23,1,0.35,0.0,30.41,14.56,62.91,2.97,0.7,0.23,1.07,0.17,-0.05,-0.2,85.83,87.67,470593.5,3195024.67,False,4
661,Ekitiké,FWD,24,13,0.39,0.0,23.13,18.37,51.51,2.92,0.59,0.25,1.28,-0.0,-0.06,-0.51,77.17,88.5,476052.33,3515482.67,True,15
661,Ekitiké,FWD,25,2,0.19,0.0,21.11,18.42,49.51,2.3,0.65,0.25,1.02,-0.07,-0.06,-0.06,78.17,89.0,350406.33,3701649.83,True,13
661,Ekitiké,FWD,26,2,0.19,0.0,15.16,17.69,46.44,2.88,0.71,0.25,1.37,-0.33,-0.06,-0.22,78.17,89.33,232975.0,3765656.83,False,17
661,Ekitiké,FWD,27,2,0.38,0.0,11.08,17.12,45.48,3.06,0.74,0.21,1.27,-0.36,-0.21,-0.31,78.5,89.17,-7660.0,3549648.17,False,16
661,Ekitiké,FWD,28,15,0.38,0.0,12.99,14.45,46.62,3.63,0.68,0.15,1.36,-0.3,-0.15,-0.41,78.5,88.83,-44786.33,3325002.83,True,19
661,Ekitiké,FWD,29,2,0.39,0.0,22.3,16.78,39.67,4.34,0.61,0.08,1.66,-0.02,0.32,-0.48,76.0,88.83,6689.17,3340360.0,False,20
661,Ekitiké,FWD,30,1,0.35,0.0,20.97,15.31,37.4,4.54,0.55,0.13,1.25,-0.03,0.22,-0.03,85.83,89.17,158142.0,3513452.83,True,18
661,Ekitiké,FWD,31,1,0.39,0.0,13.36,18.49,30.07,5.11,0.49,0.14,1.45,-0.29,0.25,-0.07,76.33,89.83,246052.5,3768688.83,False,6
666,Gyökeres,FWD,4,6,0.38,0.38,19.58,12.46,20.33,3.39,0.48,0.09,0.52,0.27,-0.09,-0.15,79.67,90.0,1641.33,2645728.33,True,16
666,Gyökeres,FWD,5,2,0.59,0.29,24.12,13.06,28.82,3.53,0.62,0.08,0.44,0.26,-0.08,-0.14,76.5,90.0,-48.0,2724468.5,True,13
666,Gyökeres,FWD,6,2,0.45,0.23,19.32,10.5,25.0,3.41,0.48,0.06,0.54,0.2,-0.06,-0.09,79.2,90.0,9845.2,2782858.8,False,15
666,Gyökeres,FWD,7,2,0.37,0.19,17.41,12.57,30.0,3.89,0.44,0.07,0.55,0.11,-0.07,0.0,81.0,90.0,11397.5,2828113.33,True,19
666,Gyökeres,FWD,8,2,0.52,0.17,16.19,11.09,36.21,3.48,0.52,0.07,0.48,-0.0,-0.07,0.04,86.17,90.0,56075.67,2985742.67,False,10
666,Gyökeres,FWD,9,2,0.52,0.17,10.44,10.97,36.91,2.96,0.37,0.07,0.53,-0.2,-0.07,-0.01,86.17,90.17,14633.67,3048678.17,True,8
666,Gyökeres,FWD,10,7,0.7,0.0,9.05,7.02,38.47,3.13,0.4,0.04,0.52,-0.23,-0.04,-0.17,86.17,90.17,-46072.5,3043860.33,False,3
666,Gyökeres,FWD,13,0,0.55,0.0,11.09,11.36,38.91,3.09,0.42,0.07,0.53,-0.24,-0.07,-0.16,82.5,90.17,-73002.5,2987089.5,False,7
666,Gyökeres,FWD,14,1,0.64,0.21,12.34,12.98,43.4,2.98,0.5,0.08,0.46,-0.28,-0.08,-0.25,70.5,89.83,-105247.0,2707681.33,True,5
666,Gyökeres,FWD,15,1,0.79,0.26,13.76,10.75,40.24,2.12,0.55,0.07,0.43,-0.28,-0.07,-0.43,56.67,89.5,-111050.17,2421821.17,False,2
666,Gyökeres,FWD,16,2,0.61,0.31,17.08,12.23,31.73,2.75,0.44,0.07,0.75,-0.13,-0.07,-0.44,49.17,89.17,-160710.83,2074669.0,True,20
666,Gyökeres,FWD,17,5,0.63,0.32,15.47,12.47,21.47,2.84,0.34,0.07,0.72,-0.03,-0.07,-0.41,47.5,88.67,-98390.0,1796177.5,False,9
666,Gyökeres,FWD,19,2,0.63,0.63,10.14,4.44,28.84,2.22,0.49,0.06,0.8,-0.17,-0.06,-0.17,47.33,88.0,-37493.83,1328560.17,True,2
666,Gyökeres,FWD,20,2,0.79,0.26,7.63,3.76,27.37,2.89,0.47,0.05,0.8,-0.21,-0.05,-0.27,57.0,88.0,-19200.5,1313468.67,False,4
666,Gyökeres,FWD,21,2,0.68,0.22,6.98,3.31,25.65,3.38,0.41,0.04,0.98,-0.18,-0.04,-0.3,66.67,88.0,-20312.5,1295748.33,True,12
666,Gyökeres,FWD,22,1,0.86,0.22,7.32,5.83,24.11,3.01,0.39,0.04,0.7,-0.18,-0.04,-0.27,69.67,88.0,-19209.0,1279365.83,False,16
666,Gyökeres,FWD,23,1,0.69,0.23,7.08,6.67,24.21,3.43,0.43,0.05,0.73,-0.2,-0.05,-0.28,65.67,87.83,-32326.67,1247395.83,True,14
666,Gyökeres,FWD,24,7,0.5,0.0,3.73,4.75,19.14,3.73,0.25,0.01,0.82,-0.25,-0.01,-0.07,60.33,87.67,-21443.0,1229108.17,False,11
666,Gyökeres,FWD,25,12,0.74,0.0,10.3,7.55,19.86,4.41,0.24,0.01,0.71,0.01,-0.01,-0.22,61.17,87.5,-16102.67,1215073.0,True,17
666,Gyökeres,FWD,26,1,0.56,0.0,27.76,8.55,32.52,4.21,0.46,0.01,0.63,0.38,-0.01,-0.06,53.5,87.33,-3491.83,1215764.0,False,5
666,Gyökeres,FWD,26,2,0.52,0.26,24.97,11.47,29.13,3.38,0.42,0.12,0.62,0.36,-0.12,-0.1,57.67,87.33,80689.67,1311353.17,False,20
666,Gyökeres,FWD,27,13,0.26,0.26,25.16,10.79,29.05,3.37,0.42,0.12,0.59,0.36,-0.12,0.19,57.83,87.33,165028.17,1410601.17,False,18
666,Gyökeres,FWD,28,2,0.24,0.24,38.27,12.66,34.25,3.54,0.43,0.19,0.66,0.75,-0.19,0.28,63.5,87.5,133897.83,1465060.67,True,7
666,Gyökeres,FWD,29,1,0.21,0.21,34.81,12.04,30.35,3.82,0.39,0.18,0.75,0.67,-0.18,0.1,70.67,87.67,143682.67,1530832.67,False,6
666,Gyökeres,FWD,30,7,0.0,0.22,28.97,13.07,23.22,3.76,0.28,0.19,0.88,0.6,-0.19,0.01,67.83,87.83,144110.83,1597447.83,True,9
666,Gyökeres,FWD,32,5,0.0,0.22,24.61,13.15,19.51,3.99,0.3,0.19,0.89,0.37,-0.19,-0.0,67.67,88.0,128166.83,1646053.5,True,4
666,Gyökeres,FWD,33,1,0.0,0.22,25.49,10.44,26.16,3.55,0.53,0.1,0.82,0.36,-0.1,0.29,67.67,88.0,56947.0,1602961.67,False,13
666,Gyökeres,FWD,34,1,0.0,0.26,28.71,9.41,30.0,3.88,0.61,0.11,0.93,0.42,-0.11,0.11,58.0,88.0,-30388.33,1548712.5,True,15
666,Gyökeres,FWD,35,16,0.0,0.29,14.33,9.34,24.08,3.44,0.6,0.03,1.0,-0.02,-0.03,-0.14,52.33,88.0,18663.67,1573765.83,True,10
666,Gyökeres,FWD,36,2,0.3,0.3,33.68,12.64,50.66,2.98,1.12,0.02,0.8,0.07,0.28,-0.21,50.33,88.0,8500.67,1573555.17,False,19
666,Gyökeres,FWD,37,1,0.54,0.27,32.07,11.32,46.62,2.69,1.04,0.02,0.89,0.04,0.25,-0.35,55.67,88.17,71350.33,1638008.83,True,3
666,Gyökeres,FWD,38,1,0.56,0.28,24.6,11.74,40.25,2.8,0.8,0.02,0.9,0.04,0.26,-0.34,53.67,88.5,146389.33,1778532.17,False,8
671,Wilson,FWD,11,7,0.33,0.0,17.93,5.48,35.87,2.93,0.39,0.02,1.53,-0.06,-0.02,-0.22,46.0,59.0,-2433.83,47995.5,True,3
671,Wilson,FWD,12,12,0.3,0.0,26.01,4.78,44.55,2.99,0.62,0.01,1.2,-0.02,-0.01,-0.3,50.17,58.67,-752.0,48149.17,False,4
671,Wilson,FWD,13,2,0.28,0.0,29.26,4.39,32.3,3.59,0.42,0.01,1.21,0.41,-0.01,-0.38,54.33,58.5,1014.83,49558.17,True,12
671,Wilson,FWD,14,2,0.24,0.0,25.51,3.8,29.76,2.83,0.38,0.01,1.12,0.33,-0.01,-0.18,63.5,58.33,6894.0,58682.17,False,14
671,Wilson,FWD,15,4,0.22,0.0,25.31,6.38,28.61,2.86,0.35,0.01,0.92,0.31,-0.01,-0.04,68.17,58.17,7381.33,66121.17,False,6
671,Wilson,FWD,16,1,0.0,0.0,29.09,9.27,30.08,3.23,0.41,0.02,1.1,0.34,0.23,0.15,60.33,58.0,9192.83,76580.83,True,2
671,Wilson,FWD,17,1,0.0,0.0,32.99,10.42,30.1,3.18,0.46,0.02,1.22,0.41,0.27,-0.07,51.83,58.0,10850.17,88597.17,False,13
680,Broja,FWD,19,7,0.3,0.0,10.62,8.29,39.54,3.84,0.53,0.01,1.76,-0.24,-0.01,0.6,50.83,52.0,1349.0,17336.33,True,15
680,Broja,FWD,20,2,0.23,0.0,14.46,11.38,32.41,5.83,0.43,0.01,1.75,-0.2,0.22,0.35,64.33,52.0,1439.33,19029.33,False,6
680,Broja,FWD,21,2,0.2,0.0,13.5,10.04,28.02,5.32,0.34,0.01,1.81,-0.14,0.19,0.44,73.33,52.0,2482.67,21733.83,True,14
680,Broja,FWD,22,2,0.21,0.0,15.91,7.89,24.91,5.44,0.27,0.01,1.91,-0.06,0.2,0.39,71.67,52.0,2427.0,24332.33,False,12
680,Broja,FWD,23,2,0.22,0.0,17.0,8.28,15.69,5.88,0.17,0.01,2.0,0.04,0.2,-0.04,68.83,52.0,2046.17,26519.17,True,18
680,Broja,FWD,24,1,0.2,0.0,10.07,7.66,9.87,5.13,0.12,0.01,1.98,-0.12,0.18,-0.21,76.0,52.0,1800.17,28458.5,False,17
680,Broja,FWD,25,1,0.0,0.0,11.14,6.16,7.05,5.23,0.04,0.02,2.27,-0.04,0.21,0.0,66.0,52.0,709.33,29110.17,True,19
